Topic ID,Topic Probability,Topic Words
3,0.9999984,"[('self', 0.034579303), ('size', 0.015174575), ('model', 0.012124131), ('x', 0.01158324), ('if', 0.011005929), ('in', 0.01059716), ('loss', 0.010558376)]"
